job_title,seniority_level,years_of_experience,education_level,field_of_study,gpa,industry,company_size,location,skills,num_skills,num_projects,num_publications,num_internships,has_leadership_experience,has_open_source_contributions,certifications,annual_salary_usd
AI Researcher,Staff,12,Bachelor,Physics,2.95,Retail,Medium (200-1000),"Seattle, WA",Scrum|GCP|Data Visualization|Docker|CI/CD|NLP,6,3,0,2,0,0,PMP,223859
QA Engineer,Intern,2,Bachelor,Statistics,3.16,Energy,Startup (<50),"Los Angeles, CA",Scala|Azure|C++,3,6,0,0,1,1,AWS Certified,88113
Data Analyst,Mid-level,5,MBA,Physics,3.74,Pharmaceuticals,Medium (200-1000),"Toronto, Canada",C++|Deep Learning|Data Visualization|GCP,4,7,0,1,1,0,AWS Certified,137450
Product Manager,CTO/CXO,6,Master,Cognitive Science,2.88,Automotive,Enterprise (5000+),"Los Angeles, CA",Tableau|Kubernetes|Communication|Python,4,2,0,0,1,0,Azure Certified,354595
Backend Developer,Senior,5,Master,Statistics,4,Healthcare,Medium (200-1000),"San Francisco, CA",Linux|Tableau|Power BI,3,5,0,1,0,0,Google Cloud Certified,181926
Frontend Developer,Staff,1,Master,Mechanical Engineering,2.9,Energy,Large (1000-5000),"London, UK",Scala|Go|Tableau,3,1,0,1,0,0,AWS Certified,172358
Full Stack Developer,Mid-level,3,Master,Economics,3.46,Pharmaceuticals,Large (1000-5000),"London, UK",Git|Azure|AWS|Docker|Machine Learning,5,3,0,1,0,0,Google Cloud Certified,118565
Data Analyst,Senior,6,Bachelor,Physics,3.21,Finance,Startup (<50),"New York, NY",Scala|AWS|Linux|Kubernetes,4,7,0,4,0,0,PMP,169691
ML Engineer,Staff,2,Bachelor,Economics,3.38,Technology,Small (50-200),"Boston, MA",Tableau|C++|Go|GCP,4,9,5,0,0,0,AWS Certified,211904
Software Engineer,Senior,18,MBA,Business Administration,3.58,Automotive,Enterprise (5000+),"Bangalore, India",Git|C++|Data Visualization|Machine Learning|CI/CD|Java|TensorFlow,7,5,0,1,0,0,None,145776
Embedded Systems Engineer,Lead,6,Bachelor,Business Administration,3.03,Finance,Medium (200-1000),"Seattle, WA",R|Scrum|Java|Excel,4,2,0,1,1,1,Azure Certified,205276
Business Analyst,Mid-level,3,Master,Electrical Engineering,3.41,Telecommunications,Enterprise (5000+),"Austin, TX",Scala|TensorFlow|AWS,3,8,0,1,1,1,AWS Certified,141070
Security Engineer,Junior,3,Bachelor,Data Science,2.62,Education,Enterprise (5000+),"Los Angeles, CA",Tableau|Hadoop|Leadership|R|React|SQL,6,1,0,1,0,1,Google Cloud Certified,111850
Database Administrator,Mid-level,6,Associate,Data Science,3.55,Pharmaceuticals,Small (50-200),"New York, NY",Kubernetes|Communication|SQL|Tableau|Leadership,5,3,0,2,1,1,Multiple Certs,132247
Data Analyst,Senior,3,PhD,Economics,3.8,Consulting,Small (50-200),Remote,SQL|Power BI|Machine Learning|Linux|Leadership|PyTorch|Git,7,2,0,1,0,1,None,168271
AI Researcher,Principal,8,Bachelor,Statistics,3.06,Government,Medium (200-1000),"Austin, TX",Azure|Scrum|Communication|NLP|Node.js,5,0,14,0,0,1,Azure Certified,192625
UI/UX Designer,Mid-level,11,Master,Information Technology,2.6,Technology,Medium (200-1000),"New York, NY",Agile|Node.js|SQL|Tableau|Spark|React|Python,7,2,0,1,0,1,Scrum Master,174242
UI/UX Designer,Senior,5,Master,Cognitive Science,3.56,Government,Enterprise (5000+),"Chicago, IL",Java|Kubernetes|Python|Spark|Excel,5,3,0,0,0,0,AWS Certified,136688
AI Researcher,Principal,2,Master,Business Administration,2.48,Pharmaceuticals,Medium (200-1000),"Chicago, IL",JavaScript|Excel|Scala|Python|Scrum|Power BI|Data Visualization|PyTorch,8,2,0,1,1,0,Azure Certified,204583
Security Engineer,Mid-level,0,Bachelor,Statistics,4,Finance,Large (1000-5000),"Seattle, WA",R|Agile|PyTorch|JavaScript|Tableau|NLP,6,0,0,0,1,0,None,154662
Backend Developer,Staff,8,Master,Information Technology,2.75,Finance,Large (1000-5000),"Atlanta, GA",Kubernetes|Agile|R|Data Visualization|Node.js|Python|React|PyTorch,8,3,0,1,0,0,None,218231
Data Scientist,VP,11,Master,Mathematics,2.9,Government,Small (50-200),"Denver, CO",Leadership|Docker|CI/CD|GCP,4,1,10,0,1,0,AWS Certified,284305
Product Manager,Intern,16,Bachelor,Other,3.55,Education,Medium (200-1000),"Los Angeles, CA",Leadership|TensorFlow|Excel|R|Tableau|Azure,6,2,0,5,0,0,Scrum Master,113679
UI/UX Designer,Junior,6,Bachelor,Economics,4,Technology,Medium (200-1000),"Boston, MA",Tableau|Java|Communication|JavaScript|PyTorch,5,0,0,2,0,1,Google Cloud Certified,151273
ML Engineer,Junior,1,Bachelor,Computer Science,2.91,Finance,Enterprise (5000+),"San Francisco, CA",C++|Scala|Kubernetes|Git|Communication|React|PyTorch|Hadoop,8,8,0,1,1,1,CFA,144493
UI/UX Designer,Principal,25,Bachelor,Other,3.29,Healthcare,Medium (200-1000),"Los Angeles, CA",TensorFlow|Node.js|PyTorch|Linux|C++|Kubernetes|Scrum,7,7,0,4,1,1,None,260771
UI/UX Designer,Mid-level,3,Master,Other,3.32,Media,Startup (<50),"London, UK",Java|React|Kubernetes|Node.js|Machine Learning|Go|Hadoop,7,1,8,1,1,1,CFA,134039
UI/UX Designer,Lead,19,Master,Physics,3.52,Pharmaceuticals,Large (1000-5000),"Atlanta, GA",Spark|NLP|Node.js|Linux,4,6,0,0,0,0,Data Science Certifications,194003
Data Scientist,Senior,6,Bachelor,Statistics,3.32,Healthcare,Large (1000-5000),"Toronto, Canada",Machine Learning|Communication|JavaScript|Hadoop|React|Node.js,6,1,0,0,1,1,AWS Certified,152791
Data Scientist,Staff,7,Bachelor,Physics,2.57,Technology,Medium (200-1000),"Berlin, Germany",Scala|Kubernetes|AWS|TensorFlow|React,5,5,8,1,0,0,Data Science Certifications,190209
ML Engineer,Principal,9,Bachelor,Computer Science,3.01,Healthcare,Medium (200-1000),"Seattle, WA",React|Excel|Leadership|TensorFlow|Deep Learning|Python|Machine Learning,7,0,0,1,0,0,CISSP,212101
Software Engineer,VP,9,Bachelor,Physics,3.39,Finance,Small (50-200),"Toronto, Canada",React|Data Visualization|NLP|Docker|Tableau|Hadoop,6,5,0,1,0,1,None,269046
Software Engineer,Mid-level,5,MBA,Statistics,3.6,Pharmaceuticals,Small (50-200),"New York, NY",AWS|Agile|Java|Scrum|Power BI|Tableau,6,1,10,0,0,0,PMP,156646
Embedded Systems Engineer,Mid-level,11,Master,Business Administration,2.78,Media,Startup (<50),"Chicago, IL",Java|Data Visualization|Power BI|Docker|GCP|Kubernetes|Scala|Leadership,8,0,0,1,1,0,Scrum Master,147969
Data Scientist,Intern,3,MBA,Electrical Engineering,2.64,Automotive,Medium (200-1000),"Los Angeles, CA",Java|React|Data Visualization|Agile|Tableau|Deep Learning|Leadership,7,1,0,0,0,0,AWS Certified,114421
Security Engineer,Senior,2,Master,Electrical Engineering,3.25,Consulting,Large (1000-5000),"London, UK",CI/CD|Excel|Spark|React|Power BI|Python|Docker,7,6,0,0,1,0,None,151163
Frontend Developer,Senior,2,Bachelor,Mechanical Engineering,4,Education,Large (1000-5000),"Toronto, Canada",Python|Git|NLP|Hadoop|AWS|Machine Learning|Data Visualization,7,1,0,4,0,1,CISSP,129307
DevOps Engineer,VP,5,High School,Business Administration,3.68,Technology,Startup (<50),Remote,Excel|Scala|SQL|Deep Learning,4,4,0,0,0,1,AWS Certified,256098
Cloud Architect,Staff,11,PhD,Economics,3.27,Energy,Enterprise (5000+),"Chicago, IL",NLP|PyTorch|AWS|Machine Learning|Azure|C++|Data Visualization|R,8,3,0,3,1,1,PMP,254511
UI/UX Designer,Mid-level,17,Bachelor,Data Science,3.18,Healthcare,Medium (200-1000),"New York, NY",Scala|Machine Learning|Power BI|NLP|Communication,5,9,0,1,0,1,Google Cloud Certified,176431
Frontend Developer,Principal,15,MBA,Mathematics,3.34,Aerospace,Large (1000-5000),"New York, NY",React|Python|Node.js|Leadership,4,4,10,2,1,1,None,273704
ML Engineer,Mid-level,1,Master,Statistics,4,Healthcare,Large (1000-5000),"Denver, CO",C++|Agile|Hadoop|GCP,4,1,11,2,0,0,CFA,146068
AI Researcher,Junior,3,MBA,Physics,3.61,Retail,Medium (200-1000),"Toronto, Canada",Kubernetes|Scrum|Machine Learning|Go|Git|Communication|AWS|Hadoop,8,3,0,1,0,0,Google Cloud Certified,92673
Data Scientist,Staff,4,Bachelor,Computer Science,3.68,E-commerce,Large (1000-5000),"Los Angeles, CA",Excel|AWS|CI/CD|C++|Machine Learning,5,7,0,0,0,0,None,205463
Frontend Developer,VP,34,Master,Information Technology,3.44,Energy,Large (1000-5000),"Atlanta, GA",Azure|Communication|Spark|NLP|Agile|C++|Java,7,1,0,1,1,0,Data Science Certifications,354786
Cloud Architect,Junior,0,Master,Electrical Engineering,3.71,Consulting,Large (1000-5000),"Boston, MA",Machine Learning|CI/CD|Power BI|Communication,4,8,11,0,1,1,None,153158
Systems Analyst,Principal,10,Master,Economics,3.03,Government,Large (1000-5000),"New York, NY",Kubernetes|Azure|Data Visualization|Linux|Deep Learning|PyTorch|C++|Agile,8,0,0,2,1,0,None,219977
Systems Analyst,Staff,4,MBA,Statistics,3.37,Education,Small (50-200),"Atlanta, GA",C++|TensorFlow|Agile|Communication|R,5,0,0,2,0,0,CISSP,185458
Software Engineer,Junior,1,PhD,Economics,3.18,E-commerce,Small (50-200),"Austin, TX",C++|R|JavaScript|CI/CD|Communication|Node.js|Power BI,7,4,6,1,1,0,CISSP,140434
Data Analyst,Mid-level,2,High School,Physics,4,Pharmaceuticals,Medium (200-1000),Remote,Java|JavaScript|Tableau,3,9,0,3,1,0,Scrum Master,120677
Frontend Developer,Lead,3,Bachelor,Statistics,2.92,Retail,Medium (200-1000),"Denver, CO",Hadoop|PyTorch|Python|React|Spark|Power BI|Linux,7,6,0,2,0,0,None,148300
Systems Analyst,Principal,20,Master,Statistics,3.38,Pharmaceuticals,Medium (200-1000),"Seattle, WA",AWS|Node.js|NLP|Data Visualization|Excel|Azure|Tableau|Spark,8,7,0,2,0,1,Scrum Master,252023
Product Manager,Mid-level,6,Master,Data Science,3.47,Media,Medium (200-1000),"Boston, MA",GCP|Leadership|Spark|Python|Node.js|Deep Learning|Excel|Machine Learning,8,1,0,1,0,1,None,133027
AI Researcher,Junior,9,Bachelor,Mechanical Engineering,3.32,Government,Medium (200-1000),Remote,R|JavaScript|Python|TensorFlow|Data Visualization,5,6,0,2,0,1,None,119051
DevOps Engineer,Lead,9,MBA,Mechanical Engineering,3.37,Aerospace,Enterprise (5000+),"Los Angeles, CA",Docker|Hadoop|Communication|GCP|Leadership|Machine Learning|TensorFlow,7,2,0,1,1,0,None,221249
Embedded Systems Engineer,Lead,2,Master,Mechanical Engineering,3.93,Consulting,Medium (200-1000),"Los Angeles, CA",C++|Java|GCP|SQL|React|Hadoop,6,9,0,0,1,1,PMP,195139
Product Manager,Senior,11,Master,Other,3.55,Telecommunications,Startup (<50),"London, UK",Scala|Scrum|Leadership|Git|Node.js|TensorFlow|Linux,7,8,0,3,1,1,None,170102
Embedded Systems Engineer,Junior,4,Bachelor,Economics,3.54,Technology,Medium (200-1000),"Los Angeles, CA",JavaScript|R|Hadoop|Machine Learning,4,1,0,1,1,1,PMP,134446
AI Researcher,Staff,8,Bachelor,Economics,3.21,Energy,Large (1000-5000),"Toronto, Canada",Go|Power BI|CI/CD|Java|Leadership|Agile|Machine Learning,7,1,0,1,0,0,Data Science Certifications,188189
Backend Developer,Lead,6,PhD,Statistics,3.18,Finance,Medium (200-1000),Remote,Excel|Communication|GCP,3,6,0,2,1,1,Azure Certified,201299
AI Researcher,Staff,5,PhD,Data Science,3.26,Healthcare,Small (50-200),"Denver, CO",Azure|Linux|Data Visualization|Communication|React|Power BI|Scrum|Kubernetes,8,0,0,1,0,0,None,185177
Data Analyst,Director,8,Master,Business Administration,3.11,Technology,Medium (200-1000),Singapore,TensorFlow|C++|JavaScript|React|PyTorch|Node.js,6,8,0,1,1,1,None,256183
Software Engineer,Principal,3,MBA,Electrical Engineering,3.26,Education,Large (1000-5000),"London, UK",SQL|C++|Python|Kubernetes|Go,5,8,0,2,0,0,None,188320
Full Stack Developer,VP,8,Bachelor,Computer Science,2.48,Media,Startup (<50),"Atlanta, GA",Linux|Power BI|Node.js|Tableau|Go,5,0,0,2,1,0,PMP,244380
Backend Developer,VP,2,Bachelor,Information Technology,2.66,Telecommunications,Large (1000-5000),Remote,Linux|PyTorch|Machine Learning|Git|NLP|Go|Agile|TensorFlow,8,0,0,1,0,1,None,242673
Network Engineer,Lead,18,MBA,Mathematics,2.77,Retail,Small (50-200),Singapore,TensorFlow|Scrum|Azure|Excel|SQL|CI/CD|PyTorch|Java,8,4,0,0,0,0,AWS Certified,191846
Full Stack Developer,Lead,14,Bachelor,Mechanical Engineering,3.24,Finance,Enterprise (5000+),Remote,Data Visualization|Docker|Kubernetes|Power BI,4,4,0,1,1,0,AWS Certified,222104
Software Engineer,Lead,24,Master,Computer Science,3.9,Finance,Medium (200-1000),"Chicago, IL",Tableau|AWS|Hadoop|Linux|R|Spark|Azure,7,5,8,1,1,0,AWS Certified,258234
Cloud Architect,Lead,2,MBA,Data Science,3.08,Technology,Medium (200-1000),"Denver, CO",C++|Azure|JavaScript|React|Spark|Machine Learning,6,7,0,3,0,1,Azure Certified,179999
Network Engineer,Intern,4,Bachelor,Mathematics,4,Retail,Large (1000-5000),"Atlanta, GA",PyTorch|Leadership|CI/CD|Agile,4,3,0,0,1,1,Azure Certified,87934
Business Analyst,Mid-level,4,Bachelor,Data Science,3.59,Technology,Small (50-200),"San Francisco, CA",Spark|React|SQL|Java|Data Visualization,5,0,0,2,1,0,CFA,154283
Product Manager,Junior,3,Bachelor,Information Technology,2.44,Automotive,Medium (200-1000),"Denver, CO",Go|Docker|CI/CD,3,7,0,5,0,0,Multiple Certs,96686
Backend Developer,Mid-level,3,PhD,Information Technology,3.71,Automotive,Large (1000-5000),"Los Angeles, CA",GCP|Git|Scrum|Spark|Docker|TensorFlow,6,7,0,2,1,0,CFA,159223
Systems Analyst,Junior,1,PhD,Business Administration,3.1,Telecommunications,Startup (<50),"Atlanta, GA",Agile|JavaScript|Tableau|Python|Communication,5,6,0,2,1,1,Scrum Master,110209
Systems Analyst,Director,20,Bachelor,Statistics,3.41,Energy,Small (50-200),"San Francisco, CA",C++|Go|JavaScript|AWS|NLP|Scala|Node.js,7,5,0,1,0,0,AWS Certified,293943
AI Researcher,Senior,15,MBA,Data Science,3.48,Education,Medium (200-1000),"Berlin, Germany",Hadoop|Data Visualization|R|Scala|Machine Learning|C++|Docker|Excel,8,9,0,1,0,0,CISSP,158054
UI/UX Designer,Mid-level,8,Master,Mathematics,3.2,Automotive,Large (1000-5000),"Los Angeles, CA",Python|Leadership|AWS|SQL|C++|Kubernetes|Spark|React,8,2,0,2,1,1,AWS Certified,159157
Data Scientist,Senior,2,Bachelor,Computer Science,3.44,Aerospace,Medium (200-1000),"Boston, MA",Deep Learning|Hadoop|Node.js|GCP|Docker|Kubernetes|Spark,7,4,0,1,0,0,None,137935
Software Engineer,Mid-level,17,High School,Physics,3.15,E-commerce,Large (1000-5000),"Los Angeles, CA",Excel|R|Git|TensorFlow|NLP|React|PyTorch|Java,8,4,0,1,0,0,Google Cloud Certified,173388
Systems Analyst,Principal,5,High School,Computer Science,3.29,Finance,Small (50-200),"Berlin, Germany",Python|C++|SQL|Docker,4,1,0,1,0,0,None,154955
Security Engineer,Mid-level,5,Associate,Physics,3.17,E-commerce,Medium (200-1000),"Chicago, IL",Machine Learning|Communication|Scala|React|Docker|Excel|Go|C++,8,8,0,2,1,0,Google Cloud Certified,130224
ML Engineer,Mid-level,5,Master,Economics,3.66,Retail,Medium (200-1000),"Berlin, Germany",Go|Linux|Azure|Communication|AWS,5,9,0,2,1,1,PMP,110376
ML Engineer,Staff,1,Bachelor,Computer Science,3.18,Finance,Startup (<50),"San Francisco, CA",Java|Scala|Kubernetes|Linux|Spark|Excel|CI/CD,7,9,0,1,1,1,CFA,214375
Data Analyst,Senior,3,PhD,Cognitive Science,2.94,Retail,Enterprise (5000+),"San Francisco, CA",Azure|Data Visualization|Communication|Excel|Node.js|Go|C++|CI/CD,8,9,0,1,1,0,None,197145
Data Analyst,Staff,5,Bachelor,Cognitive Science,3.5,Finance,Large (1000-5000),"Los Angeles, CA",SQL|Linux|Machine Learning|PyTorch|Scala|Data Visualization,6,1,0,1,0,0,Data Science Certifications,235013
Product Manager,Senior,0,Master,Mathematics,3.81,Telecommunications,Large (1000-5000),"Seattle, WA",Kubernetes|Deep Learning|Node.js|TensorFlow,4,0,0,1,1,0,Multiple Certs,174694
Embedded Systems Engineer,Mid-level,3,Bachelor,Data Science,3.74,Media,Medium (200-1000),"Chicago, IL",Agile|Scala|Git|Spark,4,4,8,1,0,1,None,117713
Systems Analyst,Senior,0,Bachelor,Computer Science,3.04,E-commerce,Enterprise (5000+),Singapore,R|C++|GCP|Azure|Node.js|Spark,6,1,0,0,1,0,None,148614
Systems Analyst,Junior,10,MBA,Mechanical Engineering,3.15,Telecommunications,Large (1000-5000),"London, UK",Java|NLP|React|TensorFlow,4,0,0,1,1,1,PMP,141095
Product Manager,Junior,8,Bachelor,Business Administration,3.43,Healthcare,Small (50-200),Singapore,Node.js|R|JavaScript|React,4,2,0,1,1,0,AWS Certified,115920
AI Researcher,Mid-level,4,PhD,Computer Science,3.67,Government,Large (1000-5000),"Los Angeles, CA",Linux|Scrum|PyTorch,3,6,0,0,0,1,None,143846
Software Engineer,Principal,11,PhD,Cognitive Science,2.79,Automotive,Small (50-200),"Austin, TX",AWS|NLP|Excel,3,3,0,1,1,0,AWS Certified,218192
AI Researcher,Lead,2,MBA,Information Technology,2.91,Retail,Large (1000-5000),"Boston, MA",Docker|React|Data Visualization|Excel,4,7,0,1,1,0,PMP,170878
Cloud Architect,Mid-level,5,High School,Statistics,3.02,Telecommunications,Medium (200-1000),"Chicago, IL",Data Visualization|Java|Spark|Machine Learning|PyTorch,5,6,0,1,0,0,None,102779
UI/UX Designer,Mid-level,0,PhD,Electrical Engineering,3.57,Pharmaceuticals,Small (50-200),"Toronto, Canada",CI/CD|Azure|AWS|Java|Go|GCP|Node.js,7,0,0,2,0,0,Azure Certified,119501
Full Stack Developer,Director,0,Bachelor,Computer Science,3.72,Energy,Enterprise (5000+),Singapore,Deep Learning|Scrum|R|TensorFlow|Scala|Linux|PyTorch|GCP,8,2,0,0,1,0,CISSP,238615
DevOps Engineer,Junior,0,PhD,Statistics,3.28,Telecommunications,Enterprise (5000+),"Denver, CO",CI/CD|Agile|Machine Learning|C++|Azure|Scrum,6,1,0,1,1,0,Multiple Certs,134782
Frontend Developer,Senior,9,Master,Physics,3.59,Pharmaceuticals,Enterprise (5000+),"Denver, CO",Excel|CI/CD|Python|C++|Deep Learning|Agile|Data Visualization,7,4,0,3,0,0,None,186958
Full Stack Developer,Senior,16,Bachelor,Other,3.55,Media,Startup (<50),Singapore,React|Agile|Deep Learning|PyTorch,4,1,0,0,1,0,PMP,154622
AI Researcher,Lead,10,Master,Computer Science,3.65,Energy,Large (1000-5000),Singapore,AWS|TensorFlow|Docker|Data Visualization|PyTorch|Power BI|JavaScript,7,0,0,1,1,0,None,215243
Product Manager,Mid-level,12,Bachelor,Data Science,4,Consulting,Startup (<50),"Seattle, WA",React|JavaScript|Data Visualization|AWS|Scala,5,5,11,1,1,1,None,182276
Systems Analyst,Director,6,Master,Computer Science,3.37,Automotive,Startup (<50),"Berlin, Germany",Tableau|R|Communication|Git|Hadoop|Agile|TensorFlow,7,5,0,5,1,0,Azure Certified,230428
Product Manager,Senior,3,Bachelor,Physics,2.82,Government,Small (50-200),"San Francisco, CA",TensorFlow|Power BI|Azure|Scrum,4,9,1,0,1,0,Scrum Master,149140
Network Engineer,Mid-level,10,Bachelor,Statistics,3.21,Government,Large (1000-5000),"San Francisco, CA",SQL|Communication|Docker|AWS|Deep Learning|NLP|TensorFlow|Tableau,8,0,13,1,0,1,None,167469
Mobile Developer,Mid-level,9,Bachelor,Electrical Engineering,3.73,Education,Medium (200-1000),"Los Angeles, CA",Scala|NLP|Communication,3,3,0,1,0,1,AWS Certified,120131
Network Engineer,Mid-level,3,Bachelor,Other,3.94,Healthcare,Enterprise (5000+),"Bangalore, India",Go|JavaScript|Linux|Machine Learning|Agile|Power BI|GCP,7,1,0,1,1,0,CFA,105178
Data Scientist,Mid-level,5,Bachelor,Other,3.25,Telecommunications,Large (1000-5000),"San Francisco, CA",Git|AWS|GCP|Tableau|Go|Agile|Linux|Deep Learning,8,1,0,0,0,1,Scrum Master,146071
Product Manager,Director,10,Bachelor,Other,4,E-commerce,Large (1000-5000),"New York, NY",Docker|Kubernetes|Scrum|GCP|Python|Leadership,6,8,0,2,1,0,None,289919
Systems Analyst,Mid-level,8,Master,Physics,3.21,Aerospace,Enterprise (5000+),"Austin, TX",Communication|R|CI/CD|Azure|React|Spark|Go,7,5,0,0,0,1,AWS Certified,158048
Data Analyst,Staff,17,Bachelor,Cognitive Science,3.86,Telecommunications,Large (1000-5000),Remote,Spark|GCP|Docker|Machine Learning|Git|TensorFlow,6,6,0,4,1,0,AWS Certified,251011
DevOps Engineer,Senior,9,Master,Physics,3.39,Manufacturing,Enterprise (5000+),"Los Angeles, CA",SQL|AWS|Deep Learning|Power BI|Linux|Leadership|CI/CD,7,4,0,0,1,1,Azure Certified,186188
Software Engineer,Mid-level,4,Bachelor,Electrical Engineering,3.55,Telecommunications,Small (50-200),Singapore,AWS|Docker|Data Visualization|Scrum,4,8,7,1,1,0,None,118866
DevOps Engineer,Mid-level,3,MBA,Business Administration,3.33,Aerospace,Enterprise (5000+),"Seattle, WA",React|C++|R|Kubernetes,4,4,0,1,0,1,AWS Certified,169881
Software Engineer,Senior,19,MBA,Computer Science,3.07,Media,Enterprise (5000+),"Toronto, Canada",Communication|React|Scrum|Scala|Kubernetes,5,2,0,1,0,0,CISSP,183442
Mobile Developer,Lead,3,PhD,Electrical Engineering,2.73,Consulting,Medium (200-1000),Singapore,R|Scrum|Excel|Node.js|Go|Git,6,1,0,1,1,1,None,188197
Systems Analyst,Director,4,Bachelor,Business Administration,3.31,Finance,Medium (200-1000),"Seattle, WA",Docker|SQL|Leadership|Git|Scrum|Node.js,6,2,0,2,0,0,None,233285
AI Researcher,Lead,8,High School,Electrical Engineering,3.55,Retail,Small (50-200),"Austin, TX",R|Node.js|CI/CD|Data Visualization|Communication,5,7,0,1,0,1,Azure Certified,136727
Full Stack Developer,Senior,5,Bachelor,Economics,2.89,Media,Medium (200-1000),"Bangalore, India",C++|AWS|Linux,3,6,2,0,1,1,AWS Certified,100112
Backend Developer,Intern,5,MBA,Business Administration,3.65,Energy,Large (1000-5000),"New York, NY",Azure|JavaScript|CI/CD|Scrum|Excel|Kubernetes|GCP,7,9,0,1,1,1,None,150917
Product Manager,Director,4,Master,Electrical Engineering,4,Media,Medium (200-1000),"Atlanta, GA",Deep Learning|TensorFlow|Python|Excel|Azure|Git,6,5,0,1,0,0,None,206655
UI/UX Designer,Director,12,Bachelor,Electrical Engineering,3.54,Telecommunications,Medium (200-1000),"New York, NY",Machine Learning|React|Excel,3,7,0,3,0,0,Google Cloud Certified,258503
